"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상"
"경기도 여주시 흥천면(4167032000)","5,019","5,019","131","248","331","319","466","856","1,363","794","430","79","2"
"경기도 여주시 금사면(4167033000)","2,918","2,918","65","124","156","182","235","508","846","489","262","49","2"
"경기도 여주시 세종대왕면(4167034500)","5,915","5,915","184","353","417","430","606","958","1,491","853","525","98","0"
"경기도 여주시 대신면(4167035000)","6,663","6,663","138","351","477","398","518","1,131","1,795","1,032","705","110","8"
"경기도 여주시 북내면(4167036000)","4,729","4,729","105","289","361","278","458","935","1,162","626","444","69","2"
"경기도 여주시 강천면(4167037000)","4,311","4,311","98","235","295","273","415","885","1,083","628","329","68","2"
"경기도 여주시 산북면(4167038000)","2,477","2,477","82","172","160","168","233","392","636","373","223","37","1"
"경기도 여주시 여흥동(4167051000)","20,917","20,917","1,007","1,759","2,543","2,117","3,054","3,901","3,713","1,792","904","122","5"
"경기도 여주시 중앙동(4167052000)","24,255","24,255","2,047","2,517","2,908","3,207","3,930","4,126","3,191","1,548","684","96","1"
"경기도 여주시 오학동(4167053000)","18,004","18,004","1,515","1,879","1,844","2,197","3,163","3,192","2,490","1,115","532","73","4"
"경기도 연천군 (4180000000)","41,584","41,584","2,071","2,832","4,498","3,976","4,342","6,579","8,632","4,942","3,240","459","13"
"경기도 연천군 연천읍(4180025000)","7,827","7,827","625","436","1,004","1,083","767","1,093","1,287","843","603","82","4"
"경기도 연천군 전곡읍(4180025300)","18,055","18,055","1,113","1,742","2,019","1,970","2,349","2,955","3,188","1,600","955","157","7"
"경기도 연천군 군남면(4180031000)","2,974","2,974","54","135","283","152","239","483","777","471","339","40","1"
"경기도 연천군 청산면(4180032000)","4,176","4,176","114","164","562","271","380","675","1,059","541","361","48","1"
"경기도 연천군 백학면(4180033000)","2,508","2,508","57","130","177","150","203","442","665","367","287","30","0"
"경기도 연천군 미산면(4180034000)","1,705","1,705","35","65","105","119","101","294","521","282","156","27","0"
"경기도 연천군 왕징면(4180035000)","986","986","15","38","57","56","70","134","243","221","132","20","0"
"경기도 연천군 신서면(4180036000)","2,475","2,475","42","84","223","119","179","357","650","468","310","43","0"
"경기도 연천군 중면(4180037000)","164","164","3","9","20","19","11","20","45","21","14","2","0"
"경기도 연천군 장남면(4180038000)","714","714","13","29","48","37","43","126","197","128","83","10","0"
"경기도 가평군 (4182000000)","62,302","62,302","2,763","4,349","5,700","5,437","7,459","10,845","13,605","7,427","4,091","607","19"
"경기도 가평군 가평읍(4182025000)","20,656","20,656","1,086","1,751","2,139","2,041","2,777","3,555","3,810","2,049","1,268","172","8"
"경기도 가평군 설악면(4182031000)","9,645","9,645","438","726","852","758","1,042","1,586","2,294","1,198","635","115","1"
"경기도 가평군 청평면(4182032500)","13,497","13,497","457","832","1,170","997","1,667","2,547","2,958","1,796","932","136","5"
"경기도 가평군 상면(4182033000)","5,490","5,490","120","212","411","356","504","1,035","1,540","838","414","60","0"
"경기도 가평군 조종면(4182034500)","9,353","9,353","568","659","926","1,074","1,144","1,495","1,962","958","495","69","3"
"경기도 가평군 북면(4182035000)","3,661","3,661","94","169","202","211","325","627","1,041","588","347","55","2"
"경기도 양평군 (4183000000)","125,238","125,238","6,482","9,996","9,822","10,549","16,122","21,442","26,918","15,047","7,635","1,194","31"
"경기도 양평군 양평읍(4183025000)","35,613","35,613","2,352","3,556","3,737","3,802","5,376","6,185","5,884","2,975","1,506","236","4"
"경기도 양평군 강상면(4183031000)","10,032","10,032","710","911","709","907","1,536","1,583","1,971","1,139","492","73","1"
"경기도 양평군 강하면(4183032000)","4,880","4,880","161","199","316","314","466","827","1,427","796","323","49","2"
"경기도 양평군 양서면(4183033000)","13,900","13,900","627","1,021","1,087","1,117","1,658","2,510","3,101","1,796","856","122","5"
"경기도 양평군 옥천면(4183034000)","8,105","8,105","385","583","592","671","1,011","1,402","1,879","1,006","500","76","0"
"경기도 양평군 서종면(4183035000)","10,031","10,031","519","885","570","740","1,460","1,785","2,280","1,233","479","80","0"
"경기도 양평군 단월면(4183036000)","3,928","3,928","92","236","206","240","376","665","1,071","627","366","48","1"
"경기도 양평군 청운면(4183037000)","3,781","3,781","82","141","192","184","321","631","1,081","672","415","60","2"
"경기도 양평군 양동면(4183038000)","4,572","4,572","107","199","245","250","360","789","1,308","778","446","86","4"
"경기도 양평군 지평면(4183039500)","6,833","6,833","198","344","402","362","606","1,148","1,911","1,099","640","118","5"
"경기도 양평군 용문면(4183040000)","18,449","18,449","1,075","1,631","1,437","1,647","2,400","3,041","3,689","2,143","1,194","187","5"
"경기도 양평군 개군면(4183041000)","5,114","5,114","174","290","329","315","552","876","1,316","783","418","59","2"
"강원특별자치도  (5100000000)","1,527,807","1,527,807","90,872","129,053","163,610","158,594","208,819","262,513","275,323","141,876","84,135","12,622","390"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","286,426","286,426","18,917","26,060","36,972","34,305","40,807","46,897","44,359","21,996","13,913","2,137","63"
"강원특별자치도 춘천시 신북읍(5111025000)","7,257","7,257","232","370","615","612","772","1,249","1,677","911","695","120","4"
"강원특별자치도 춘천시 동면(5111031000)","19,229","19,229","1,545","2,565","1,901","1,900","3,397","3,154","2,880","1,137","610","137","3"
"강원특별자치도 춘천시 동산면(5111032000)","1,389","1,389","20","44","86","79","107","197","443","218","172","22","1"
"강원특별자치도 춘천시 신동면(5111033000)","2,580","2,580","81","149","187","173","261","461","671","304","256","36","1"
"강원특별자치도 춘천시 남면(5111034000)","1,069","1,069","14","28","41","47","84","184","316","193","129","32","1"
"강원특별자치도 춘천시 서면(5111035000)","3,644","3,644","71","133","193","204","270","613","1,057","601","410","88","4"
"강원특별자치도 춘천시 사북면(5111036000)","2,434","2,434","49","125","145","111","177","379","742","389","270","44","3"
"강원특별자치도 춘천시 북산면(5111038000)","955","955","11","15","27","31","50","162","330","192","123","14","0"
"강원특별자치도 춘천시 동내면(5111039000)","16,883","16,883","1,066","1,623","1,926","2,101","2,629","2,846","2,663","1,179","721","125","4"
"강원특별자치도 춘천시 남산면(5111040000)","3,323","3,323","67","117","183","203","320","576","955","536","313","51","2"
"강원특별자치도 춘천시 교동(5111052000)","3,746","3,746","95","143","1,117","414","334","477","549","369","217","31","0"
"강원특별자치도 춘천시 조운동(5111053000)","2,534","2,534","60","112","309","266","303","391","529","307","216","41","0"
"강원특별자치도 춘천시 약사명동(5111054500)","5,432","5,432","536","418","553","967","817","738","705","409","251","35","3"
"강원특별자치도 춘천시 근화동(5111057000)","8,432","8,432","793","647","951","1,524","1,076","1,131","1,182","619","451","56","2"
"강원특별자치도 춘천시 소양동(5111058000)","8,823","8,823","580","757","1,029","1,094","1,212","1,503","1,388","725","470","62","3"
"강원특별자치도 춘천시 후평1동(5111060000)","11,105","11,105","370","756","1,725","1,255","1,314","1,777","2,033","1,064","721","87","3"
"강원특별자치도 춘천시 후평2동(5111061000)","14,209","14,209","1,069","1,347","2,008","1,990","2,039","2,258","1,832","929","634","101","2"
"강원특별자치도 춘천시 후평3동(5111061100)","19,893","19,893","1,397","1,779","2,373","2,457","2,822","3,280","3,094","1,568","971","146","6"
"강원특별자치도 춘천시 효자1동(5111062000)","4,193","4,193","249","359","479","401","608","704","716","376","264","37","0"
"강원특별자치도 춘천시 효자2동(5111063000)","12,150","12,150","284","587","3,405","1,271","1,236","1,691","1,717","1,085","777","92","5"
"강원특별자치도 춘천시 효자3동(5111064000)","4,378","4,378","109","199","1,076","582","446","592","660","398","288","27","1"
"강원특별자치도 춘천시 석사동(5111065000)","33,667","33,667","1,788","3,873","4,926","3,492","5,077","6,207","4,531","2,199","1,364","210","0"
"강원특별자치도 춘천시 퇴계동(5111066000)","47,534","47,534","3,579","5,274","5,901","5,619","7,640","8,220","6,475","2,836","1,725","263","2"
"강원특별자치도 춘천시 강남동(5111067500)","25,777","25,777","2,286","2,196","2,948","3,671","3,975","4,250","3,733","1,729","854","127","8"
"강원특별자치도 춘천시 신사우동(5111070500)","25,790","25,790","2,566","2,444","2,868","3,841","3,841","3,857","3,481","1,723","1,011","153","5"
"강원특별자치도 원주시 (5113000000)","361,503","361,503","25,618","34,679","42,306","45,545","55,623","62,537","54,711","23,940","14,305","2,184","55"
"강원특별자치도 원주시 문막읍(5113025000)","17,684","17,684","877","1,485","1,828","1,735","2,561","3,444","3,073","1,565","961","151","4"
"강원특별자치도 원주시 소초면(5113031000)","8,250","8,250","273","393","839","681","770","1,536","2,101","938","606","108","5"
"강원특별자치도 원주시 호저면(5113032000)","3,478","3,478","87","112","238","201","300","617","972","485","398","67","1"
"강원특별자치도 원주시 지정면(5113033000)","29,885","29,885","4,699","3,079","2,246","6,330","5,993","3,333","2,710","916","487","88","4"
"강원특별자치도 원주시 부론면(5113035000)","2,158","2,158","25","70","132","83","114","315","683","400","290","46","0"
"강원특별자치도 원주시 귀래면(5113036000)","2,095","2,095","37","54","112","85","131","379","664","358","237","38","0"
"강원특별자치도 원주시 흥업면(5113037000)","9,518","9,518","403","684","1,521","891","1,118","1,645","1,890","789","499","76","2"
"강원특별자치도 원주시 판부면(5113038000)","7,166","7,166","341","578","886","886","1,039","1,379","1,228","488","286","54","1"
"강원특별자치도 원주시 신림면(5113039000)","3,596","3,596","73","109","152","172","266","659","1,132","588","389","54","2"
"강원특별자치도 원주시 중앙동(5113051500)","2,384","2,384","37","73","133","151","232","457","636","329","279","55","2"
"강원특별자치도 원주시 원인동(5113052000)","3,992","3,992","133","269","522","425","462","718","780","393","257","32","1"
"강원특별자치도 원주시 개운동(5113053000)","12,215","12,215","485","1,131","1,399","1,109","1,541","2,346","2,174","1,197","731","100","2"
"강원특별자치도 원주시 명륜1동(5113054100)","7,917","7,917","296","659","893","695","936","1,510","1,578","798","495","56","1"
"강원특별자치도 원주시 명륜2동(5113054200)","18,739","18,739","1,121","1,821","2,397","2,231","2,629","3,468","2,959","1,257","737","116","3"
"강원특별자치도 원주시 단구동(5113055000)","43,103","43,103","2,647","4,721","5,888","5,414","7,076","8,106","5,468","2,282","1,325","175","1"
"강원특별자치도 원주시 일산동(5113056000)","8,400","8,400","333","506","1,517","1,034","833","1,285","1,473","828","508","81","2"
"강원특별자치도 원주시 학성동(5113057500)","4,330","4,330","89","239","451","317","504","824","984","508","350","62","2"
"강원특별자치도 원주시 단계동(5113059000)","28,097","28,097","1,945","2,184","3,698","4,203","3,903","4,946","4,585","1,627","868","136","2"
"강원특별자치도 원주시 우산동(5113060000)","13,342","13,342","792","1,117","1,977","1,453","2,013","2,271","2,138","985","519","75","2"
"강원특별자치도 원주시 태장1동(5113061000)","12,453","12,453","899","1,143","1,473","1,585","1,817","2,204","1,863","929","483","55","2"
"강원특별자치도 원주시 태장2동(5113062000)","23,926","23,926","1,349","2,307","2,602","2,533","3,630","4,517","4,047","1,753","1,030","156","2"
"강원특별자치도 원주시 봉산동(5113063500)","7,426","7,426","202","501","710","552","789","1,390","1,655","892","639","94","2"
"강원특별자치도 원주시 행구동(5113065000)","8,747","8,747","588","931","945","862","1,298","1,674","1,425","572","388","59","5"
"강원특별자치도 원주시 무실동(5113066000)","35,395","35,395","2,892","4,510","4,363","4,518","6,501","5,913","4,218","1,612","751","114","3"
"강원특별자치도 원주시 반곡관설동(5113067500)","47,207","47,207","4,995","6,003","5,384","7,399","9,167","7,601","4,275","1,451","792","136","4"
"강원특별자치도 강릉시 (5115000000)","209,439","209,439","11,413","17,380","22,654","20,358","29,591","36,506","37,188","20,886","11,534","1,869","60"
"강원특별자치도 강릉시 주문진읍(5115025000)","15,879","15,879","573","856","1,156","1,141","1,845","2,738","3,620","2,406","1,327","210","7"
"강원특별자치도 강릉시 성산면(5115031000)","3,506","3,506","123","184","247","204","339","666","864","473","335","67","4"
"강원특별자치도 강릉시 왕산면(5115032000)","1,523","1,523","27","28","57","79","89","279","489","302","149","23","1"
"강원특별자치도 강릉시 구정면(5115033000)","4,240","4,240","204","279","302","281","493","722","1,035","506","336","79","3"
"강원특별자치도 강릉시 강동면(5115034000)","3,953","3,953","86","137","314","240","358","666","981","661","430","78","2"
"강원특별자치도 강릉시 옥계면(5115035000)","3,342","3,342","76","122","218","191","277","589","906","571","332","60","0"
"강원특별자치도 강릉시 사천면(5115036000)","5,060","5,060","173","262","435","437","619","872","1,227","602","377","54","2"
"강원특별자치도 강릉시 연곡면(5115037000)","6,318","6,318","261","433","413","459","833","1,075","1,472","863","437","68","4"
"강원특별자치도 강릉시 홍제동(5115051000)","14,835","14,835","1,127","1,395","1,582","1,827","2,348","2,521","2,156","1,157","610","107","5"
"강원특별자치도 강릉시 중앙동(5115052000)","4,483","4,483","111","262","482","364","515","717","895","668","400","66","3"
"강원특별자치도 강릉시 옥천동(5115054000)","3,225","3,225","73","143","292","241","363","613","648","526","289","36","1"
"강원특별자치도 강릉시 교1동(5115055000)","25,402","25,402","1,500","2,659","3,426","2,523","3,895","4,703","3,554","1,894","1,078","164","6"
"강원특별자치도 강릉시 교2동(5115056000)","7,378","7,378","303","493","856","695","947","1,303","1,444","833","444","57","3"
"강원특별자치도 강릉시 포남1동(5115057100)","10,953","10,953","379","758","1,246","1,131","1,403","1,940","2,148","1,255","615","75","3"
"강원특별자치도 강릉시 포남2동(5115057200)","12,277","12,277","443","928","1,379","1,185","1,620","2,214","2,520","1,256","613","116","3"
"강원특별자치도 강릉시 초당동(5115058000)","4,541","4,541","248","349","463","510","621","829","866","395","228","32","0"
"강원특별자치도 강릉시 송정동(5115059000)","9,782","9,782","795","935","978","1,204","1,556","1,654","1,560","709","327","63","1"
"강원특별자치도 강릉시 내곡동(5115060000)","16,433","16,433","1,159","1,502","2,201","1,877","2,706","2,674","2,405","1,197","604","107","1"
"강원특별자치도 강릉시 강남동(5115061500)","17,154","17,154","766","1,348","1,749","1,453","2,200","2,970","3,155","2,082","1,242","186","3"
"강원특별자치도 강릉시 성덕동(5115064500)","27,859","27,859","1,999","3,136","3,280","2,977","4,619","4,970","3,807","1,863","1,036","165","7"
"강원특별자치도 강릉시 경포동(5115066500)","11,296","11,296","987","1,171","1,578","1,339","1,945","1,791","1,436","667","325","56","1"
"강원특별자치도 동해시 (5117000000)","88,625","88,625","5,426","8,266","8,485","8,244","13,245","15,922","15,323","8,542","4,533","626","13"
"강원특별자치도 동해시 천곡동(5117051000)","30,102","30,102","2,180","3,222","3,046","3,174","4,866","5,167","4,990","2,297","991","164","5"
"강원특별자치도 동해시 송정동(5117052000)","3,505","3,505","98","180","413","257","387","582","760","469","306","53","0"
"강원특별자치도 동해시 북삼동(5117053000)","19,912","19,912","1,255","2,327","2,313","1,926","3,376","3,931","2,738","1,283","675","88","0"
"강원특별자치도 동해시 부곡동(5117054000)","4,791","4,791","137","302","379","285","574","892","1,080","735","369","35","3"
"강원특별자치도 동해시 동호동(5117055000)","4,881","4,881","223","399","392","380","646","908","940","637","324","30","2"
"강원특별자치도 동해시 발한동(5117057000)","3,150","3,150","80","129","228","185","301","517","740","590","345","35","0"
"강원특별자치도 동해시 묵호동(5117059000)","2,798","2,798","68","126","144","141","323","454","656","536","332","17","1"
"강원특별자치도 동해시 북평동(5117060000)","13,479","13,479","1,187","1,267","1,167","1,537","2,148","2,351","2,085","1,056","568","113","0"
"강원특별자치도 동해시 망상동(5117063000)","3,364","3,364","142","180","214","212","379","585","727","522","353","48","2"
"강원특별자치도 동해시 삼화동(5117065000)","2,643","2,643","56","134","189","147","245","535","607","417","270","43","0"
"강원특별자치도 태백시 (5119000000)","38,702","38,702","1,823","3,385","3,053","2,844","5,531","6,860","7,641","4,877","2,441","239","8"
"강원특별자치도 태백시 황지동(5119051500)","6,930","6,930","486","653","589","697","1,088","1,146","1,224","681","330","32","4"
"강원특별자치도 태백시 황연동(5119052500)","3,905","3,905","107","257","255","220","449","693","990","631","271","31","1"
"강원특별자치도 태백시 삼수동(5119053500)","5,116","5,116","227","452","330","302","748","878","1,030","743","386","18","2"
"강원특별자치도 태백시 상장동(5119054000)","12,078","12,078","734","1,406","1,208","1,028","2,177","2,271","1,760","996","438","59","1"
"강원특별자치도 태백시 문곡소도동(5119058500)","3,478","3,478","96","222","226","219","420","615","877","534","237","32","0"
"강원특별자치도 태백시 장성동(5119059500)","3,059","3,059","121","162","238","187","299","574","727","437","280","34","0"
"강원특별자치도 태백시 구문소동(5119060500)","2,270","2,270","23","164","104","91","192","366","562","477","274","17","0"
"강원특별자치도 태백시 철암동(5119061500)","1,866","1,866","29","69","103","100","158","317","471","378","225","16","0"
"강원특별자치도 속초시 (5121000000)","82,054","82,054","5,063","6,826","8,130","8,946","11,671","14,927","14,827","7,248","3,797","609","10"
"강원특별자치도 속초시 영랑동(5121051000)","4,448","4,448","156","201","366","426","486","849","1,060","565","294","45","0"
"강원특별자치도 속초시 동명동(5121052000)","4,760","4,760","347","375","385","537","699","811","881","444","244","36","1"
"강원특별자치도 속초시 금호동(5121054000)","5,709","5,709","223","338","505","438","644","1,053","1,309","727","394","77","1"
"강원특별자치도 속초시 교동(5121056000)","9,128","9,128","391","732","997","930","1,192","1,604","1,836","906","469","70","1"
"강원특별자치도 속초시 노학동(5121057000)","20,875","20,875","1,097","1,944","2,174","2,064","2,966","4,020","3,764","1,718","960","167","1"
"강원특별자치도 속초시 조양동(5121058000)","29,386","29,386","2,521","2,891","3,074","3,843","4,770","5,194","4,180","1,887","904","118","4"
"강원특별자치도 속초시 청호동(5121059000)","4,771","4,771","258","242","436","515","631","841","1,003","494","289","60","2"
"강원특별자치도 속초시 대포동(5121060000)","2,977","2,977","70","103","193","193","283","555","794","507","243","36","0"
"강원특별자치도 삼척시 (5123000000)","62,651","62,651","3,196","4,806","6,589","4,898","7,831","10,760","12,185","7,202","4,440","722","22"
"강원특별자치도 삼척시 도계읍(5123025000)","9,206","9,206","220","787","1,730","359","825","1,394","1,918","1,183","688","100","2"
"강원특별자치도 삼척시 원덕읍(5123025300)","3,165","3,165","67","101","191","180","318","593","780","503","373","58","1"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","1,569","1,569","34","48","87","78","154","297","397","265","179","27","3"
"강원특별자치도 삼척시 근덕면(5123031000)","4,897","4,897","89","142","269","238","379","915","1,301","797","638","122","7"
"강원특별자치도 삼척시 하장면(5123032000)","1,236","1,236","18","31","51","43","104","242","402","201","129","14","1"
"강원특별자치도 삼척시 노곡면(5123033000)","688","688","8","9","22","20","40","118","223","128","97","23","0"
"강원특별자치도 삼척시 미로면(5123034000)","1,773","1,773","21","48","74","55","162","319","496","319","223","56","0"
"강원특별자치도 삼척시 가곡면(5123035000)","664","664","12","22","19","16","55","124","187","137","77","15","0"
"강원특별자치도 삼척시 신기면(5123036000)","633","633","9","10","22","26","51","129","180","117","77","11","1"
"강원특별자치도 삼척시 남양동(5123051000)","7,017","7,017","218","410","606","533","766","1,196","1,561","1,084","546","97","0"
"강원특별자치도 삼척시 교동(5123053000)","15,899","15,899","1,606","1,817","1,975","2,017","2,741","2,669","1,825","795","391","60","3"
"강원특별자치도 삼척시 정라동(5123054000)","8,323","8,323","500","694","864","759","1,214","1,515","1,421","811","487","56","2"
"강원특별자치도 삼척시 성내동(5123057000)","7,581","7,581","394","687","679","574","1,022","1,249","1,494","862","535","83","2"
"강원특별자치도 홍천군 (5172000000)","67,309","67,309","3,193","4,544","5,752","5,544","7,349","11,419","15,943","7,877","4,897","768","23"
"강원특별자치도 홍천군 홍천읍(5172025000)","33,665","33,665","2,256","3,178","3,712","3,621","4,773","5,822","5,735","2,702","1,622","240","4"
"강원특별자치도 홍천군 화촌면(5172031000)","4,279","4,279","71","121","271","202","304","660","1,352","775","427","92","4"
"강원특별자치도 홍천군 두촌면(5172032000)","2,393","2,393","29","98","109","109","129","388","759","427","292","51","2"
"강원특별자치도 홍천군 내촌면(5172033000)","2,441","2,441","42","69","93","101","143","406","831","424","295","37","0"
"강원특별자치도 홍천군 서석면(5172034000)","3,656","3,656","107","162","238","196","281","655","1,092","534","333","53","5"
"강원특별자치도 홍천군 영귀미면(5172035200)","4,158","4,158","110","180","182","209","314","716","1,315","670","394","65","3"
"강원특별자치도 홍천군 남면(5172036000)","5,745","5,745","284","299","569","535","469","836","1,475","704","496","78","0"
"강원특별자치도 홍천군 서면(5172037000)","3,771","3,771","89","100","204","212","330","629","1,192","596","353","63","3"
"강원특별자치도 홍천군 북방면(5172038000)","4,165","4,165","108","200","237","224","361","717","1,227","586","448","56","1"
"강원특별자치도 홍천군 내면(5172039000)","3,036","3,036","97","137","137","135","245","590","965","459","237","33","1"
"강원특별자치도 횡성군 (5173000000)","46,359","46,359","1,873","3,349","3,165","3,007","4,659","8,140","11,782","6,090","3,710","564","20"
"강원특별자치도 횡성군 횡성읍(5173025000)","20,789","20,789","1,295","1,951","1,988","1,868","2,776","3,672","3,809","1,933","1,278","211","8"
"강원특별자치도 횡성군 우천면(5173031000)","4,355","4,355","107","180","272","222","336","794","1,286","684","408","64","2"
"강원특별자치도 횡성군 안흥면(5173032000)","3,107","3,107","59","498","105","106","160","450","960","461","267","40","1"
"강원특별자치도 횡성군 둔내면(5173033000)","6,014","6,014","208","372","326","341","599","1,178","1,609","838","478","60","5"
"강원특별자치도 횡성군 갑천면(5173034000)","2,467","2,467","30","68","109","83","158","429","872","425","257","35","1"
"강원특별자치도 횡성군 청일면(5173035000)","2,387","2,387","23","60","73","85","138","426","831","434","273","43","1"
"강원특별자치도 횡성군 공근면(5173036000)","3,421","3,421","58","102","154","146","232","558","1,149","585","365","72","0"
"강원특별자치도 횡성군 서원면(5173037000)","2,065","2,065","63","57","82","97","152","321","686","368","217","22","0"
"강원특별자치도 횡성군 강림면(5173038000)","1,754","1,754","30","61","56","59","108","312","580","362","167","17","2"
"강원특별자치도 영월군 (5175000000)","37,332","37,332","1,420","2,576","2,799","2,368","4,034","6,788","8,875","5,008","3,034","420","10"
"강원특별자치도 영월군 영월읍(5175025000)","20,360","20,360","1,095","1,913","2,018","1,689","2,774","3,637","3,721","2,097","1,255","158","3"
"강원특별자치도 영월군 상동읍(5175025300)","1,029","1,029","12","40","56","30","85","179","293","181","133","20","0"
"강원특별자치도 영월군 산솔면(5175031200)","1,390","1,390","36","41","55","37","96","265","433","237","171","19","0"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,769","1,769","28","75","67","56","134","364","576","287","148","34","0"
"강원특별자치도 영월군 북면(5175033000)","2,036","2,036","31","76","94","99","136","405","599","352","217","27","0"
"강원특별자치도 영월군 남면(5175034000)","2,132","2,132","19","82","114","74","167","381","665","364","221","42","3"
"강원특별자치도 영월군 한반도면(5175035500)","1,184","1,184","40","41","72","62","89","238","343","175","114","10","0"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,571","1,571","46","46","82","83","141","261","401","300","187","23","1"
"강원특별자치도 영월군 주천면(5175036000)","3,791","3,791","83","185","176","161","277","697","1,124","616","408","61","3"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,070","2,070","30","77","65","77","135","361","720","399","180","26","0"
"강원특별자치도 평창군 (5176000000)","40,659","40,659","1,413","2,623","3,034","2,690","4,496","7,609","10,046","5,322","2,999","410","17"
"강원특별자치도 평창군 평창읍(5176025000)","8,364","8,364","321","655","716","603","949","1,508","1,913","1,012","586","99","2"
"강원특별자치도 평창군 미탄면(5176031000)","1,588","1,588","32","50","81","66","122","310","506","270","131","19","1"
"강원특별자치도 평창군 방림면(5176032000)","817","817","12","42","39","24","67","140","270","130","87","5","1"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,722","1,722","40","62","75","95","127","301","584","271","147","20","0"
"강원특별자치도 평창군 대화면(5176033000)","5,023","5,023","146","298","312","268","489","935","1,304","733","462","73","3"
"강원특별자치도 평창군 봉평면(5176034000)","5,702","5,702","227","420","376","388","683","1,095","1,427","698","345","41","2"
"강원특별자치도 평창군 용평면(5176035000)","3,042","3,042","88","183","216","146","294","622","820","384","260","29","0"
"강원특별자치도 평창군 진부면(5176036000)","8,546","8,546","327","580","665","504","997","1,576","2,022","1,145","637","85","8"
"강원특별자치도 평창군 대관령면(5176038000)","5,855","5,855","220","333","554","596","768","1,122","1,200","679","344","39","0"
"강원특별자치도 정선군 (5177000000)","34,202","34,202","1,315","2,239","2,291","2,316","4,174","6,336","8,139","4,449","2,575","350","18"
"강원특별자치도 정선군 정선읍(5177025000)","9,918","9,918","480","873","864","711","1,379","1,833","1,942","1,099","634","97","6"
"강원특별자치도 정선군 고한읍(5177025300)","4,237","4,237","246","235","289","535","702","675","810","514","212","19","0"
"강원특별자치도 정선군 사북읍(5177025600)","4,366","4,366","225","338","310","322","636","849","973","468","228","15","2"
"강원특별자치도 정선군 신동읍(5177025900)","1,721","1,721","50","108","88","72","177","339","454","253","165","15","0"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","1,551","1,551","27","100","107","81","141","286","398","239","150","22","0"
"강원특별자치도 정선군 남면(5177032000)","3,126","3,126","98","177","158","206","414","572","839","434","198","27","3"
"강원특별자치도 정선군 북평면(5177034000)","2,480","2,480","58","165","149","116","250","464","623","358","248","46","3"
"강원특별자치도 정선군 임계면(5177035000)","3,363","3,363","63","115","145","140","230","635","1,045","526","400","62","2"
"강원특별자치도 정선군 화암면(5177036000)","1,539","1,539","30","64","85","58","107","331","482","214","149","19","0"
"강원특별자치도 정선군 여량면(5177037000)","1,901","1,901","38","64","96","75","138","352","573","344","191","28","2"
"강원특별자치도 철원군 (5178000000)","41,448","41,448","2,659","3,283","4,532","4,259","4,890","6,617","7,708","4,369","2,749","368","14"
"강원특별자치도 철원군 철원읍(5178025000)","4,993","4,993","331","387","510","535","565","837","896","535","352","44","1"
"강원특별자치도 철원군 김화읍(5178025300)","3,156","3,156","235","252","359","417","332","403","551","319","246","40","2"
"강원특별자치도 철원군 갈말읍(5178025600)","11,718","11,718","712","912","1,362","1,200","1,451","1,943","2,184","1,194","670","87","3"
"강원특별자치도 철원군 동송읍(5178025900)","14,220","14,220","927","1,243","1,451","1,354","1,758","2,315","2,657","1,477","911","123","4"
"강원특별자치도 철원군 서면(5178031000)","1,731","1,731","122","78","295","228","149","210","293","195","144","16","1"
"강원특별자치도 철원군 서면와수출장소(5178031500)","3,526","3,526","217","287","369","300","459","605","656","356","238","37","2"
"강원특별자치도 철원군 근남면(5178032000)","2,005","2,005","115","121","185","223","170","287","449","267","167","20","1"
"강원특별자치도 철원군 근북면(5178033000)","99","99","0","3","1","2","6","17","22","26","21","1","0"
"강원특별자치도 화천군 (5179000000)","23,007","23,007","1,459","1,618","2,928","2,595","2,347","3,616","4,339","2,191","1,677","223","14"
"강원특별자치도 화천군 화천읍(5179025000)","8,160","8,160","624","716","994","1,038","1,003","1,252","1,268","660","535","64","6"
"강원특별자치도 화천군 간동면(5179031000)","2,569","2,569","42","104","186","112","173","553","700","382","263","52","2"
"강원특별자치도 화천군 하남면(5179032000)","2,822","2,822","104","243","252","193","324","499","646","290","241","28","2"
"강원특별자치도 화천군 상서면(5179033000)","3,643","3,643","206","152","759","479","258","460","675","334","283","34","3"
"강원특별자치도 화천군 사내면(5179034000)","5,813","5,813","483","403","737","773","589","852","1,050","525","355","45","1"
"강원특별자치도 양구군 (5180000000)","21,056","21,056","1,454","1,845","2,412","2,325","2,380","3,224","3,970","1,903","1,340","198","5"
"강원특별자치도 양구군 양구읍(5180025000)","13,484","13,484","1,225","1,499","1,471","1,746","1,804","1,981","2,104","932","643","76","3"
