"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상"
"강원특별자치도 양구군 국토정중앙면(5180031500)","3,261","3,261","89","160","388","234","257","537","816","419","300","59","2"
"강원특별자치도 양구군 동면(5180032000)","1,937","1,937","85","72","289","181","135","298","435","225","187","30","0"
"강원특별자치도 양구군 방산면(5180033000)","1,184","1,184","29","54","173","97","79","176","297","152","107","20","0"
"강원특별자치도 양구군 해안면(5180034000)","1,190","1,190","26","60","91","67","105","232","318","175","103","13","0"
"강원특별자치도 인제군 (5181000000)","32,020","32,020","2,289","2,287","3,888","3,898","3,906","4,846","6,119","2,770","1,735","271","11"
"강원특별자치도 인제군 인제읍(5181025000)","10,146","10,146","913","920","1,067","1,331","1,504","1,527","1,622","756","434","68","4"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","498","498","15","24","28","22","44","116","124","80","38","7","0"
"강원특별자치도 인제군 남면(5181031000)","3,795","3,795","228","200","493","514","395","538","789","356","236","45","1"
"강원특별자치도 인제군 북면(5181032000)","7,872","7,872","478","638","851","736","999","1,325","1,589","716","472","64","4"
"강원특별자치도 인제군 기린면(5181033000)","5,035","5,035","319","317","574","635","598","756","1,069","425","287","55","0"
"강원특별자치도 인제군 서화면(5181034000)","2,618","2,618","202","104","559","433","207","297","454","201","141","19","1"
"강원특별자치도 인제군 상남면(5181035000)","2,056","2,056","134","84","316","227","159","287","472","236","127","13","1"
"강원특별자치도 고성군 (5182000000)","27,305","27,305","1,272","1,593","2,518","2,373","2,939","4,648","5,988","3,451","2,194","316","13"
"강원특별자치도 고성군 간성읍(5182025000)","7,366","7,366","562","582","916","918","896","1,088","1,261","646","431","65","1"
"강원특별자치도 고성군 거진읍(5182025300)","5,723","5,723","133","288","393","298","497","991","1,437","947","641","93","5"
"강원특별자치도 고성군 현내면(5182031000)","2,229","2,229","58","82","118","123","173","354","624","393","262","41","1"
"강원특별자치도 고성군 죽왕면(5182032000)","3,410","3,410","92","153","302","225","318","597","832","487","346","56","2"
"강원특별자치도 고성군 토성면(5182033000)","8,577","8,577","427","488","789","809","1,055","1,618","1,834","978","514","61","4"
"강원특별자치도 양양군 (5183000000)","27,710","27,710","1,069","1,694","2,102","2,079","3,346","4,861","6,180","3,755","2,262","348","14"
"강원특별자치도 양양군 양양읍(5183025000)","12,506","12,506","711","1,056","1,146","1,122","1,823","2,219","2,293","1,300","721","110","5"
"강원특별자치도 양양군 서면(5183031000)","2,700","2,700","24","140","167","129","267","468","688","495","283","38","1"
"강원특별자치도 양양군 손양면(5183032000)","2,287","2,287","60","87","148","173","208","403","532","349","287","39","1"
"강원특별자치도 양양군 현북면(5183033000)","2,629","2,629","69","86","154","175","275","425","701","452","252","37","3"
"강원특별자치도 양양군 현남면(5183034000)","3,005","3,005","66","113","147","188","308","475","779","518","346","65","0"
"강원특별자치도 양양군 강현면(5183035000)","4,583","4,583","139","212","340","292","465","871","1,187","641","373","59","4"
"충청북도  (4300000000)","1,593,469","1,593,469","103,333","144,446","181,676","187,761","230,702","272,450","257,982","128,433","75,249","11,181","256"
"충청북도 청주시 (4311000000)","852,189","852,189","63,606","84,520","111,820","118,033","134,187","141,304","114,522","52,168","27,833","4,109","87"
"충청북도 청주시 상당구 (4311100000)","200,575","200,575","15,165","20,108","23,247","24,945","30,811","34,747","29,014","13,775","7,658","1,081","24"
"충청북도 청주시 상당구 낭성면(4311131000)","2,094","2,094","37","48","109","121","137","358","633","371","248","31","1"
"충청북도 청주시 상당구 미원면(4311132000)","4,683","4,683","93","148","233","243","341","734","1,394","847","549","99","2"
"충청북도 청주시 상당구 가덕면(4311133000)","3,733","3,733","60","109","216","204","284","743","1,077","585","408","46","1"
"충청북도 청주시 상당구 남일면(4311134000)","6,503","6,503","292","394","583","597","679","1,165","1,536","675","498","81","3"
"충청북도 청주시 상당구 문의면(4311135000)","3,658","3,658","62","150","234","180","285","681","918","573","492","82","1"
"충청북도 청주시 상당구 중앙동(4311152500)","6,616","6,616","304","480","954","871","829","1,060","1,009","613","453","42","1"
"충청북도 청주시 상당구 성안동(4311154500)","6,455","6,455","211","308","777","697","728","1,089","1,273","800","485","87","0"
"충청북도 청주시 상당구 탑대성동(4311162000)","11,398","11,398","606","904","1,333","1,318","1,502","2,027","1,849","1,142","636","80","1"
"충청북도 청주시 상당구 영운동(4311167000)","10,168","10,168","453","771","1,097","1,017","1,401","1,883","1,880","1,067","539","58","2"
"충청북도 청주시 상당구 금천동(4311168000)","29,735","29,735","1,985","3,481","3,622","3,076","4,814","5,441","4,046","2,130","1,014","124","2"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","12,910","12,910","1,121","1,982","1,354","1,263","2,422","2,219","1,441","720","333","52","3"
"충청북도 청주시 상당구 용암1동(4311172000)","58,132","58,132","5,128","6,575","7,471","8,187","9,836","9,942","7,001","2,565","1,225","197","5"
"충청북도 청주시 상당구 용암2동(4311173000)","44,490","44,490","4,813","4,758","5,264","7,171","7,553","7,405","4,957","1,687","778","102","2"
"충청북도 청주시 서원구 (4311200000)","186,302","186,302","10,576","17,937","26,197","21,189","26,928","33,560","28,435","13,459","6,975","1,027","19"
"충청북도 청주시 서원구 남이면(4311231000)","9,880","9,880","519","556","951","988","1,113","2,069","2,164","869","563","87","1"
"충청북도 청주시 서원구 현도면(4311232000)","3,070","3,070","48","85","154","165","264","534","812","521","399","87","1"
"충청북도 청주시 서원구 사직1동(4311251000)","4,373","4,373","182","257","468","437","561","858","895","434","253","28","0"
"충청북도 청주시 서원구 사직2동(4311252000)","12,735","12,735","1,109","1,340","1,221","1,569","1,932","2,004","2,101","919","461","79","0"
"충청북도 청주시 서원구 사창동(4311253000)","14,287","14,287","480","809","3,375","2,039","1,703","1,990","2,004","1,239","589","58","1"
"충청북도 청주시 서원구 모충동(4311254000)","17,151","17,151","886","1,085","2,746","2,256","2,017","2,834","3,021","1,461","734","106","5"
"충청북도 청주시 서원구 산남동(4311255000)","25,529","25,529","1,817","3,584","3,429","2,787","4,507","4,937","2,668","1,158","544","96","2"
"충청북도 청주시 서원구 분평동(4311256000)","28,819","28,819","1,828","3,490","3,918","2,959","4,579","5,900","3,534","1,576","907","126","2"
"충청북도 청주시 서원구 수곡1동(4311257000)","12,876","12,876","400","827","1,853","1,268","1,515","2,277","2,520","1,410","724","78","4"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,124","15,124","752","1,217","1,650","1,619","1,864","2,815","2,968","1,388","745","105","1"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","42,458","42,458","2,555","4,687","6,432","5,102","6,873","7,342","5,748","2,484","1,056","177","2"
"충청북도 청주시 흥덕구 (4311300000)","274,594","274,594","22,190","26,684","38,259","43,860","44,109","44,389","33,390","13,791","6,827","1,071","24"
"충청북도 청주시 흥덕구 오송읍(4311325000)","31,586","31,586","2,640","2,644","4,474","6,782","5,063","4,303","3,299","1,444","806","130","1"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,364","10,364","520","979","1,288","995","1,443","1,963","1,745","863","487","78","3"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,575","17,575","1,972","1,353","1,545","2,970","2,811","2,687","2,458","1,076","609","92","2"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","14,606","14,606","590","1,174","1,896","1,447","1,921","2,918","2,710","1,241","608","97","4"
"충청북도 청주시 흥덕구 복대1동(4311374100)","49,862","49,862","4,819","6,501","6,474","7,797","9,693","7,829","4,295","1,598","740","114","2"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,366","15,366","432","907","3,212","1,908","1,763","2,555","2,615","1,318","582","71","3"
"충청북도 청주시 흥덕구 가경동(4311374700)","54,588","54,588","4,379","6,355","6,866","6,739","8,949","10,238","7,181","2,545","1,153","180","3"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,152","9,152","345","505","1,694","1,641","1,218","1,426","1,391","633","261","37","1"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,919","23,919","1,332","2,094","3,784","4,152","3,746","3,977","3,061","1,158","529","85","1"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","31,051","31,051","2,271","2,701","5,114","5,196","4,700","4,942","3,649","1,530","800","144","4"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","16,525","16,525","2,890","1,471","1,912","4,233","2,802","1,551","986","385","252","43","0"
"충청북도 청주시 청원구 (4311400000)","190,718","190,718","15,675","19,791","24,117","28,039","32,339","28,608","23,683","11,143","6,373","930","20"
"충청북도 청주시 청원구 내수읍(4311425000)","18,658","18,658","1,038","1,704","2,135","1,760","2,674","3,570","3,170","1,484","962","156","5"
"충청북도 청주시 청원구 오창읍(4311425300)","68,457","68,457","8,003","8,244","7,865","13,112","13,633","8,315","5,466","2,355","1,259","203","2"
"충청북도 청주시 청원구 북이면(4311431000)","4,322","4,322","61","144","253","283","369","744","1,179","700","503","84","2"
"충청북도 청주시 청원구 우암동(4311451000)","12,185","12,185","424","698","2,178","1,434","1,406","1,868","2,047","1,276","764","89","1"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,047","8,047","257","472","892","746","988","1,418","1,635","979","586","73","1"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,102","13,102","692","1,017","1,981","1,556","1,813","2,220","2,012","1,136","611","63","1"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,113","48,113","3,436","4,951","7,031","6,801","7,772","8,092","6,272","2,361","1,207","184","6"
"충청북도 청주시 청원구 오근장동(4311455000)","17,834","17,834","1,764","2,561","1,782","2,347","3,684","2,381","1,902","852","481","78","2"
"충청북도 충주시 (4313000000)","207,778","207,778","12,215","17,874","21,773","22,423","29,047","36,566","36,466","18,432","11,272","1,667","43"
"충청북도 충주시 주덕읍(4313025000)","4,782","4,782","87","193","353","305","404","915","1,278","680","482","84","1"
"충청북도 충주시 살미면(4313031000)","1,995","1,995","39","48","79","93","121","360","631","376","203","40","5"
"충청북도 충주시 수안보면(4313032500)","2,820","2,820","50","104","140","141","217","482","851","478","311","46","0"
"충청북도 충주시 대소원면(4313033500)","9,688","9,688","646","445","1,492","1,517","1,296","1,536","1,594","646","442","73","1"
"충청북도 충주시 신니면(4313035000)","2,753","2,753","26","66","108","122","184","473","844","480","384","65","1"
"충청북도 충주시 노은면(4313036000)","2,211","2,211","34","79","88","87","147","334","690","432","278","41","1"
"충청북도 충주시 앙성면(4313037000)","3,906","3,906","49","108","186","178","261","747","1,175","680","428","94","0"
"충청북도 충주시 중앙탑면(4313038500)","14,579","14,579","1,971","1,385","1,279","3,269","2,620","1,700","1,371","594","339","51","0"
"충청북도 충주시 금가면(4313039000)","3,885","3,885","273","265","576","478","490","517","639","349","262","36","0"
"충청북도 충주시 동량면(4313040000)","3,460","3,460","83","132","206","152","248","648","941","552","420","77","1"
"충청북도 충주시 산척면(4313041000)","2,180","2,180","38","63","109","96","158","360","646","369","296","45","0"
"충청북도 충주시 엄정면(4313042000)","3,000","3,000","53","128","126","133","204","463","921","496","400","72","4"
"충청북도 충주시 소태면(4313043000)","1,881","1,881","44","82","65","79","118","301","592","307","256","37","0"
"충청북도 충주시 성내.충인동(4313051500)","2,485","2,485","86","139","237","186","276","404","529","371","226","30","1"
"충청북도 충주시 교현.안림동(4313053500)","22,640","22,640","1,346","2,271","2,340","2,101","3,371","4,237","3,869","1,876","1,089","134","6"
"충청북도 충주시 교현2동(4313054000)","6,336","6,336","176","432","675","519","771","1,140","1,235","834","489","64","1"
"충청북도 충주시 용산동(4313055000)","14,288","14,288","861","1,887","1,553","1,308","2,520","2,670","1,937","914","569","67","2"
