사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
Dec-23,공항철도 1호선,4201,서울역,374308 ,344424 ,35886 ,32284 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4202,공덕,73750 ,105924 ,8755 ,11115 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4203,홍대입구,444277 ,442108 ,20385 ,18876 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4204,디지털미디어시티,352347 ,330246 ,30334 ,28516 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4206,마곡나루(서울식물원),263384 ,256452 ,16264 ,16605 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4207,김포공항,293153 ,159623 ,24416 ,14899 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4208,계양,346832 ,324408 ,37504 ,35211 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4209,검암,171457 ,174894 ,17312 ,17427 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4210,청라국제도시,198829 ,187317 ,15263 ,15052 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4211,운서,245569 ,257928 ,29758 ,29837 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4212,공항화물청사,49150 ,63265 ,9807 ,9341 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4213,인천공항1터미널,378410 ,368324 ,33401 ,30208 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4215,인천공항2터미널,195905 ,163532 ,16770 ,14713 ,2024-01-03 9:18
Dec-23,공항철도 1호선,4217,영종,100189 ,100950 ,21329 ,21094 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4126,언주,290461 ,295077 ,33826 ,33689 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4127,선정릉,240634 ,261389 ,28916 ,29855 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4128,삼성중앙,182761 ,191075 ,28620 ,28078 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4129,봉은사,591835 ,632668 ,58583 ,56892 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4130,종합운동장,129609 ,125694 ,22515 ,20891 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4131,삼전,183215 ,171461 ,41534 ,40862 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4132,석촌고분,165957 ,161333 ,42013 ,42302 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4133,석촌,235554 ,209363 ,42418 ,37417 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4134,송파나루,143778 ,154048 ,31167 ,32738 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4135,한성백제,70115 ,62152 ,18511 ,16862 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4136,올림픽공원(한국체대),240685 ,259690 ,32108 ,32021 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4137,둔촌오륜,25710 ,23365 ,7400 ,7835 ,2024-01-03 9:18
Dec-23,9호선2~3단계,4138,중앙보훈병원,249357 ,210542 ,79115 ,76869 ,2024-01-03 9:18
Dec-23,우이신설선,4701,북한산우이,54338 ,46424 ,35384 ,36612 ,2024-01-03 9:18
Dec-23,우이신설선,4702,솔밭공원,47383 ,41732 ,29394 ,29765 ,2024-01-03 9:18
Dec-23,우이신설선,4703,4.19민주묘지,62794 ,60167 ,34896 ,31971 ,2024-01-03 9:18
Dec-23,우이신설선,4704,가오리,75120 ,71456 ,51786 ,53154 ,2024-01-03 9:18
Dec-23,우이신설선,4705,화계,59810 ,53318 ,45453 ,45802 ,2024-01-03 9:18
Dec-23,우이신설선,4706,삼양,32417 ,32476 ,27449 ,30181 ,2024-01-03 9:18
Dec-23,우이신설선,4707,삼양사거리,39325 ,39007 ,36536 ,36215 ,2024-01-03 9:18
Dec-23,우이신설선,4708,솔샘,133494 ,120901 ,41731 ,43523 ,2024-01-03 9:18
Dec-23,우이신설선,4709,북한산보국문,147593 ,135559 ,46749 ,47002 ,2024-01-03 9:18
Dec-23,우이신설선,4710,정릉,97411 ,86097 ,48931 ,46301 ,2024-01-03 9:18
Dec-23,우이신설선,4711,성신여대입구(돈암),77088 ,91061 ,30897 ,30493 ,2024-01-03 9:18
Dec-23,우이신설선,4712,보문,32101 ,32328 ,16180 ,15760 ,2024-01-03 9:18
Dec-23,우이신설선,4713,신설동,34361 ,34613 ,31768 ,28026 ,2024-01-03 9:18
Dec-23,신림선,4401,샛강,58939 ,72395 ,13832 ,13267 ,2024-01-03 9:18
Dec-23,신림선,4402,대방,69162 ,50778 ,18710 ,15298 ,2024-01-03 9:18
Dec-23,신림선,4403,서울지방병무청,61387 ,66226 ,24747 ,26740 ,2024-01-03 9:18
Dec-23,신림선,4404,보라매,89887 ,82368 ,24184 ,22156 ,2024-01-03 9:18
Dec-23,신림선,4405,보라매공원,44085 ,46880 ,15768 ,16465 ,2024-01-03 9:18
Dec-23,신림선,4406,보라매병원,150922 ,158898 ,54728 ,53533 ,2024-01-03 9:18
Dec-23,신림선,4407,당곡,99991 ,95207 ,37130 ,37043 ,2024-01-03 9:18
Dec-23,신림선,4408,신림,35598 ,51450 ,16517 ,19771 ,2024-01-03 9:18
Dec-23,신림선,4409,서원,78201 ,65644 ,24823 ,24000 ,2024-01-03 9:18
Dec-23,신림선,4410,서울대벤처타운,217681 ,192290 ,65892 ,64942 ,2024-01-03 9:18
Dec-23,신림선,4411,관악산(서울대),52150 ,52755 ,26218 ,26549 ,2024-01-03 9:18
